article_last_modified_date,article_media_image_src,article_media_name,article_media_url,article_reporter,article_title,article_url,keyword_1,keyword_2,keyword_3
2022.10.10 11:41,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/17/2b7ae6a6d7d94843b4df65ef3cf09b95.jpg,이데일리,/media/24,장영은,"푸틴 ""크림대교 폭발은 우크라 테러"" 비난…보복 나설 듯",https://news.zum.com/articles/78717991,크림,러시아,대교
2022.10.10 11:31,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/17/ff183f306f07441cb0b4946097b62706.jpg,뉴시스,/media/9,강영진,"푸틴, 우크라 4곳 합병 선언해 크름도 잃게 됐다-WSJ",https://news.zum.com/articles/78717893,우크라이나,합병,푸틴
2022.10.10 12:00,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/18/d841a09bdd0c4cc899e3a52fdf841676.jpg,서울경제,/media/111,노해철 기자,공공임대 평수 늘린다더니···올해 중형 공급 없었다[집슐랭],https://news.zum.com/articles/78718281,임대,가구,공공
2022.10.10 12:34,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/17/68375017a1184f1cb58773d32b4b13d7.jpg,연합뉴스,/media/3,이금주,"[영상] 푸틴 ""크림대교 폭발은 우크라 테러""…'핵 공격' 시계 빨라지나",https://news.zum.com/articles/78718616,크림,대교,우크라이나
2022.10.10 03:26,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/17/077ffc40235c4aa5b4c388c992f474b5.jpg,조선일보,/media/25,조선일보,[사설] 北은 계속 미사일 쏘는데 시대착오 親日 논쟁 계속할 건가,https://news.zum.com/articles/78714197,민주당,북한,사실
2022.10.10 00:53,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2022/01/03/19/32c756c11c5e4024a20ed16bdfe357c7.png,서울신문,/media/10,,"[사설] 본질은 美中 기술패권, 韓반도체 경쟁력만이 살길",https://news.zum.com/articles/78714368,중국,반도체,기술
2022.10.10 12:00,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/18/680eebc74d9a4a308b44b477ea45f254.jpg,비즈니스워치,/media/82,[비즈니스워치 김민성 기자 ],1억원 넘는 '마이크로 TV' 나오는 이유,https://news.zum.com/articles/78718277,마이크로,시장,인치
2022.10.10 04:30,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/18/ce203802b15346b59102dbd73f10a37b.jpg,한국일보,/media/36,,"[사설] 음주 경고받은 권성동, ""혀 깨물고 죽지"" 막말",https://news.zum.com/articles/78714257,의원,이사장,발언
2022.10.10 12:00,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/17/8aa498996feb41cc866a6d20a86f92c5.jpg,경향신문,/media/1,,"“BTS 위조 상품 팔다가 큰코다친다”…특허청, BTS 부산공연부터 공연장에서 위조상품 강력 단속",https://news.zum.com/articles/78718307,특허청,단속,예정
2022.10.10 12:00,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/18/cc2ab21e8f1e41b686bfec2714b8b3b3.jpg,조선비즈,/media/110,이은영 기자,소매유통 체감경기지수 73… “소비둔화 넘어 소비냉각 우려”,https://news.zum.com/articles/78718290,경기,소비,분기
2022.10.10 12:02,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/17/d93a3af26fbf4e4481aacf182207567f.jpg,아시아경제,/media/23,최동현,편의점 '컵커피'로 1300억원대 매출 올리는 서울에프엔비,https://news.zum.com/articles/78718315,생산,서울,에프
2022.10.10 12:14,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/18/3ef0a78e7f7943b28a42e8b628621f6e.jpg,뉴스웨이,/media/41,이세정,"한화디펜스, 美 AUSA 참가…K9 자주포·K10 탄약운반장갑차 실물 전시",https://news.zum.com/articles/78718463,디펜스,한화,장갑차
2022.10.10 11:49,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/18/1626e540f2bf4c31a6ed0b283d18d04e.jpg,오마이뉴스,/media/118,김현성(hope2006@naver.com),"미국엔 그녀가 있는데, 한국엔? 위기의 사장님들 [넥스트브릿지]",https://news.zum.com/articles/78718141,공인,소상,디지털
2022.10.10 12:00,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/18/1970a887ba0448b688c5526fcdebf0af.jpg,뉴스1,/media/51,조현기 기자,"""범죄 억지·예방 효과 없어""…인권위원장 ""사형제 폐지해야""",https://news.zum.com/articles/78718253,사형,폐지,국가
2022.10.10 11:35,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/17/d93a3af26fbf4e4481aacf182207567f.jpg,아시아경제,/media/23,김주리,"""돈 많으면 때려봐""…종업원 말에 '욱'해서 때려 숨지게 한 업주",https://news.zum.com/articles/78717925,피해자,종업원,경제
2022.10.10 11:58,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/18/bb06438604ae496a9ec50a94a5c8a07e.jpg,아시아투데이,/media/67,김임수,"한동훈, '美 출장 이재명 수사 목적' 野 주장에 ""수사 못하게 '복선' 까는 것이냐"" 반문",https://news.zum.com/articles/78718187,장관,수사,그리피스
2022.10.10 12:25,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/18/a9db54e7d9b34730a4702fb709418769.jpg,JTBC,/media/72,,"성큼 다가온 겨울, 강원도 설악산·광덕산 첫눈 관측",https://news.zum.com/articles/78718571,설악산,오늘,첫눈
2022.10.10 11:33,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2022/01/03/19/32c756c11c5e4024a20ed16bdfe357c7.png,서울신문,/media/10,,김기현 “대선 불출마 먼저”…나경원 “유승민 언급 여론조사 1등은 나“,https://news.zum.com/articles/78717921,의원,대선,대표
2022.10.10 12:00,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/17/68375017a1184f1cb58773d32b4b13d7.jpg,연합뉴스,/media/3,고미혜,현장체험·가정학습으로 어린이집 빠져도 '출석 인정',https://news.zum.com/articles/78718229,출석,어린이집,인정
2022.10.10 11:46,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/17/2b7ae6a6d7d94843b4df65ef3cf09b95.jpg,이데일리,/media/24,송혜수,"우상호, 尹 직격… “이XX 하는 사람한테 어떻게 감히 건의하나”",https://news.zum.com/articles/78718059,조문,대통령,영국
2022.10.10 12:17,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/17/ff183f306f07441cb0b4946097b62706.jpg,뉴시스,/media/9,김지훈,"대통령실, 北 '전술핵' 과시에 ""엄중한 안보 현실…한미일 억제 강화""",https://news.zum.com/articles/78718488,북한,훈련,확장
2022.10.10 12:20,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/17/d93a3af26fbf4e4481aacf182207567f.jpg,아시아경제,/media/23,권현지,"與 “이재명, 사법리스크 덮으려 ‘극단적 친일몰이’”",https://news.zum.com/articles/78718514,친일,여성,가족
2022.10.10 12:47,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/18/3354b29116924aa692441957aff91ca4.jpg,연합뉴스TV,/media/119,신현정,"김정은, 전술핵 훈련 지도…150여대 동원 공중시위",https://news.zum.com/articles/78718713,북한,훈련,공중
article_last_modified_date,article_media_image_src,article_media_name,article_media_url,article_reporter,article_title,article_url,keyword_1,keyword_2,keyword_3
2022.10.10 00:53,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2022/01/03/19/32c756c11c5e4024a20ed16bdfe357c7.png,서울신문,/media/10,,"[사설] 본질은 美中 기술패권, 韓반도체 경쟁력만이 살길",https://news.zum.com/articles/78714368,중국,반도체,기술
2022.10.10 12:47,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2022/01/03/19/32c756c11c5e4024a20ed16bdfe357c7.png,서울신문,/media/10,,김정기 작가 세상 뜨자마자 AI 그림 트위터에 올리고 “오마주”,https://news.zum.com/articles/78718721,작가,그림,작품
2022.10.10 12:00,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/17/18991d3cb718475fbff09f57db915df5.jpg,전자신문,/media/12,,'3회 민간주도탄소감축포럼' 개최…반월·시화 중소중견 기업 '탄소중립' 해법 모색,https://news.zum.com/articles/78718335,탄소,기업,중립
2022.10.10 04:30,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/18/ce203802b15346b59102dbd73f10a37b.jpg,한국일보,/media/36,,"[사설] 음주 경고받은 권성동, ""혀 깨물고 죽지"" 막말",https://news.zum.com/articles/78714257,이사장,발언,막말
2022.10.10 12:00,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/17/d93a3af26fbf4e4481aacf182207567f.jpg,아시아경제,/media/23,차민영,"'건당 2800원' 등기우편, 문자로 대체…KT 행정혁신 돕는다",https://news.zum.com/articles/78718219,문자,서비스,위치
2022.10.10 12:00,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/17/18991d3cb718475fbff09f57db915df5.jpg,전자신문,/media/12,,"포스토피아-포뎁스, 우편과 모바일 전자고지 통합발송",https://news.zum.com/articles/78718337,전자,발송,우편
2022.10.10 12:29,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/18/3ef0a78e7f7943b28a42e8b628621f6e.jpg,뉴스웨이,/media/41,차재서,"'비트코인 3억 횡령' 가상자산거래소 직원, 1심서 징역 2년",https://news.zum.com/articles/78718587,횡령,가상,자산
2022.10.10 11:57,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/17/68375017a1184f1cb58773d32b4b13d7.jpg,연합뉴스,/media/3,조준형,"중국, 태양 관측위성 '콰푸-1호' 발사 성공",https://news.zum.com/articles/78718185,태양,중국,위성
2022.10.10 12:54,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/17/18991d3cb718475fbff09f57db915df5.jpg,전자신문,/media/12,,"이노와이어리스 계측장비, 국산 최초 5G 무선국 검사장비 선정",https://news.zum.com/articles/78718338,장비,이노와이어리스,기지국
2022.10.10 12:00,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/17/8aa498996feb41cc866a6d20a86f92c5.jpg,경향신문,/media/1,,"“BTS 위조 상품 팔다가 큰코다친다”…특허청, BTS 부산공연부터 공연장에서 위조상품 강력 단속",https://news.zum.com/articles/78718307,특허청,단속,예정
2022.10.10 08:04,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/17/4a4a55da147945eda3edc2f96496918e.jpg,머니투데이,/media/11,박효주기자,"손톱 길이만 '버스 한 대'…25년째 손톱 안 자르는 여성, 이유는?",https://news.zum.com/articles/78715237,손톱,다이애나,불편
2022.10.10 03:26,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/17/077ffc40235c4aa5b4c388c992f474b5.jpg,조선일보,/media/25,조선일보,[사설] 北은 계속 미사일 쏘는데 시대착오 親日 논쟁 계속할 건가,https://news.zum.com/articles/78714197,민주당,북한,사실
2022.10.10 11:48,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/18/1626e540f2bf4c31a6ed0b283d18d04e.jpg,오마이뉴스,/media/118,김종성(jkim0815@naver.com),"유교 지도자가 자진해서 일본에 보낸 선물... 대단한 사건 [김종성의 '히, 스토리']",https://news.zum.com/articles/78718129,일제,박상준,일본
2022.10.10 09:20,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/17/d93a3af26fbf4e4481aacf182207567f.jpg,아시아경제,/media/23,황수미,"푸틴 자존심도 '박살'났다…""우크라 반격 70%, 이것 덕분""",https://news.zum.com/articles/78715808,하이,마스,우크라이나
2022.10.10 11:41,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/17/2b7ae6a6d7d94843b4df65ef3cf09b95.jpg,이데일리,/media/24,장영은,"푸틴 ""크림대교 폭발은 우크라 테러"" 비난…보복 나설 듯",https://news.zum.com/articles/78717991,크림,러시아,대교
2022.10.10 11:31,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/17/ff183f306f07441cb0b4946097b62706.jpg,뉴시스,/media/9,강영진,"푸틴, 우크라 4곳 합병 선언해 크름도 잃게 됐다-WSJ",https://news.zum.com/articles/78717893,우크라이나,합병,푸틴
2022.10.10 12:34,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/17/68375017a1184f1cb58773d32b4b13d7.jpg,연합뉴스,/media/3,이금주,"[영상] 푸틴 ""크림대교 폭발은 우크라 테러""…'핵 공격' 시계 빨라지나",https://news.zum.com/articles/78718616,크림,대교,우크라이나
2022.10.10 12:00,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/18/d841a09bdd0c4cc899e3a52fdf841676.jpg,서울경제,/media/111,노해철 기자,공공임대 평수 늘린다더니···올해 중형 공급 없었다[집슐랭],https://news.zum.com/articles/78718281,임대,가구,공공
2022.10.10 12:00,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/18/680eebc74d9a4a308b44b477ea45f254.jpg,비즈니스워치,/media/82,[비즈니스워치 김민성 기자 ],1억원 넘는 '마이크로 TV' 나오는 이유,https://news.zum.com/articles/78718277,마이크로,인치,LG전자
2022.10.10 12:00,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/18/cc2ab21e8f1e41b686bfec2714b8b3b3.jpg,조선비즈,/media/110,이은영 기자,소매유통 체감경기지수 73… “소비둔화 넘어 소비냉각 우려”,https://news.zum.com/articles/78718290,경기,소비,분기
2022.10.10 12:02,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/17/d93a3af26fbf4e4481aacf182207567f.jpg,아시아경제,/media/23,최동현,편의점 '컵커피'로 1300억원대 매출 올리는 서울에프엔비,https://news.zum.com/articles/78718315,생산,서울,에프
2022.10.10 12:14,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/18/3ef0a78e7f7943b28a42e8b628621f6e.jpg,뉴스웨이,/media/41,이세정,"한화디펜스, 美 AUSA 참가…K9 자주포·K10 탄약운반장갑차 실물 전시",https://news.zum.com/articles/78718463,디펜스,한화,장갑차
2022.10.10 11:49,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/18/1626e540f2bf4c31a6ed0b283d18d04e.jpg,오마이뉴스,/media/118,김현성(hope2006@naver.com),"미국엔 그녀가 있는데, 한국엔? 위기의 사장님들 [넥스트브릿지]",https://news.zum.com/articles/78718141,공인,소상,디지털
2022.10.10 11:35,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/17/d93a3af26fbf4e4481aacf182207567f.jpg,아시아경제,/media/23,김주리,"""돈 많으면 때려봐""…종업원 말에 '욱'해서 때려 숨지게 한 업주",https://news.zum.com/articles/78717925,피해자,종업원,경제
2022.10.10 11:58,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/18/bb06438604ae496a9ec50a94a5c8a07e.jpg,아시아투데이,/media/67,김임수,"한동훈, '美 출장 이재명 수사 목적' 野 주장에 ""수사 못하게 '복선' 까는 것이냐"" 반문",https://news.zum.com/articles/78718187,수사,그리피스,미국
2022.10.10 12:00,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/17/68375017a1184f1cb58773d32b4b13d7.jpg,연합뉴스,/media/3,고미혜,현장체험·가정학습으로 어린이집 빠져도 '출석 인정',https://news.zum.com/articles/78718229,출석,어린이집,인정
2022.10.10 12:00,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/18/1970a887ba0448b688c5526fcdebf0af.jpg,뉴스1,/media/51,조현기 기자,"""범죄 억지·예방 효과 없어""…인권위원장 ""사형제 폐지해야""",https://news.zum.com/articles/78718253,사형,폐지,국가
2022.10.10 12:25,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/18/a9db54e7d9b34730a4702fb709418769.jpg,JTBC,/media/72,,"성큼 다가온 겨울, 강원도 설악산·광덕산 첫눈 관측",https://news.zum.com/articles/78718571,설악산,오늘,첫눈
2022.10.10 11:33,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2022/01/03/19/32c756c11c5e4024a20ed16bdfe357c7.png,서울신문,/media/10,,김기현 “대선 불출마 먼저”…나경원 “유승민 언급 여론조사 1등은 나“,https://news.zum.com/articles/78717921,대선,윤석열,국민
2022.10.10 11:46,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/17/2b7ae6a6d7d94843b4df65ef3cf09b95.jpg,이데일리,/media/24,송혜수,"우상호, 尹 직격… “이XX 하는 사람한테 어떻게 감히 건의하나”",https://news.zum.com/articles/78718059,조문,영국,일정
2022.10.10 12:17,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/17/ff183f306f07441cb0b4946097b62706.jpg,뉴시스,/media/9,김지훈,"대통령실, 北 '전술핵' 과시에 ""엄중한 안보 현실…한미일 억제 강화""",https://news.zum.com/articles/78718488,북한,훈련,확장
2022.10.10 12:47,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/18/3354b29116924aa692441957aff91ca4.jpg,연합뉴스TV,/media/119,신현정,"김정은, 전술핵 훈련 지도…150여대 동원 공중시위",https://news.zum.com/articles/78718713,북한,훈련,공중
2022.10.10 12:20,https://thumb.zumst.com/v2/convert?quality=100&height=26&url=https://static.news.zumst.com/images/upload/2021/04/26/17/d93a3af26fbf4e4481aacf182207567f.jpg,아시아경제,/media/23,권현지,"與 “이재명, 사법리스크 덮으려 ‘극단적 친일몰이’”",https://news.zum.com/articles/78718514,친일,여성,가족
